y,x0,x1
0.000000000000000000e+00,2.045879042033994288e+00,5.275771442792084320e-01
0.000000000000000000e+00,3.141296929968406371e+00,-2.710993772178150074e+00
0.000000000000000000e+00,2.024407849838211870e+00,-2.421318236716125227e+00
0.000000000000000000e+00,-2.839698224797234882e+00,-4.610265185586572279e-01
0.000000000000000000e+00,-7.755645078998315567e-01,-2.297493985845787012e+00
0.000000000000000000e+00,-3.723740422253405402e+00,-6.755018306983359144e-01
1.000000000000000000e+00,-6.772860566063344523e-01,1.438820771404912546e-01
0.000000000000000000e+00,1.372609816018034001e+00,-2.858030119468407015e+00
1.000000000000000000e+00,3.976676620814417751e-02,-4.885105991341569531e-01
1.000000000000000000e+00,4.383314981121467779e-01,-7.182879590503183920e-01
0.000000000000000000e+00,-1.852078034162302878e+00,-6.538353893001404016e-01
0.000000000000000000e+00,2.925889023014089485e+00,2.327367340890828640e+00
1.000000000000000000e+00,8.670198859707821670e-01,4.806622606478679893e-01
1.000000000000000000e+00,7.123674693362676003e-01,-1.730122331363732058e-01
1.000000000000000000e+00,-3.032708316268556969e-01,-8.258252764601849982e-01
0.000000000000000000e+00,-9.148808350120968269e-01,4.379143569347509590e+00
0.000000000000000000e+00,2.171585284417404171e+00,4.309011232706425609e+00
0.000000000000000000e+00,-2.598069414575246316e+00,4.552987387504349392e+00
1.000000000000000000e+00,5.401978291851573105e-02,1.675713831118727168e-02
0.000000000000000000e+00,-1.138729782903370236e+00,-4.362640073441936828e+00
0.000000000000000000e+00,-3.399376505715340002e+00,-1.869444788920471501e+00
0.000000000000000000e+00,1.821021744285283406e+00,2.945524417529691963e+00
1.000000000000000000e+00,-2.683431884640373188e-01,-2.619848304571687492e-01
0.000000000000000000e+00,3.912983811355668085e+00,1.563221975249705853e+00
1.000000000000000000e+00,-2.123678221403744182e-01,1.228122133778352332e+00
1.000000000000000000e+00,-2.234472251112611108e-02,3.225571464720117798e-01
1.000000000000000000e+00,-8.280275269739441335e-02,-9.554581178621769644e-03
1.000000000000000000e+00,-8.072220828945231297e-01,-1.155878516410037360e+00
0.000000000000000000e+00,-5.076175649376825305e+00,-9.144122160112854170e-01
1.000000000000000000e+00,5.306555193524262748e-01,-5.795926385179046569e-01
0.000000000000000000e+00,-5.999148026212879348e-01,4.474397679243224957e+00
1.000000000000000000e+00,1.016646862418946862e+00,-1.461316177123370696e-01
1.000000000000000000e+00,-9.665212201679161674e-02,2.102702921117913515e-01
1.000000000000000000e+00,-3.060703166065247838e-01,-4.003146244359104267e-01
0.000000000000000000e+00,2.051063139606296826e+00,-1.812694752717758595e+00
1.000000000000000000e+00,-9.150490637017867357e-01,-3.388285290688917151e-01
0.000000000000000000e+00,1.299157568541446706e+00,-3.645696160480532022e+00
0.000000000000000000e+00,2.460089252909406277e+00,-3.623920309495509695e+00
1.000000000000000000e+00,-6.855796726012433062e-01,4.758843398971195904e-01
1.000000000000000000e+00,-9.435593062371520068e-01,-3.305095539059144660e-01
0.000000000000000000e+00,-8.885381255468173534e-02,2.140402605482879750e+00
0.000000000000000000e+00,-3.912272995674949794e+00,-4.422458866715031967e+00
1.000000000000000000e+00,-9.254372345670658362e-01,-1.594867396190869924e+00
1.000000000000000000e+00,6.156006505788884642e-01,-4.356106603769932528e-01
1.000000000000000000e+00,1.271969531339990078e-01,-1.031645319391949922e+00
1.000000000000000000e+00,-2.988435217027354818e-01,3.437608808317784703e-01
1.000000000000000000e+00,5.008175244431528617e-01,-3.128666169060796420e-01
0.000000000000000000e+00,-5.868178932121507207e-01,4.152256752394033690e+00
1.000000000000000000e+00,-6.876403467232438116e-01,5.270256858352837526e-01
0.000000000000000000e+00,2.265433260981676522e+00,-2.839849158046417354e+00
1.000000000000000000e+00,1.184167178964199207e+00,-9.187949545040020594e-01
0.000000000000000000e+00,2.808625611279316203e+00,1.313023773892157298e+00
0.000000000000000000e+00,3.090616243594051848e+00,-3.318569517595773899e+00
1.000000000000000000e+00,-4.447957296953372053e-01,-6.261490763937885839e-01
1.000000000000000000e+00,4.445710219981658939e-01,-3.200528406659078895e-01
0.000000000000000000e+00,-6.700966293623561443e-01,-3.293527700518517953e+00
0.000000000000000000e+00,-2.330030351255016896e+00,-4.737627821815184603e+00
1.000000000000000000e+00,-2.104487061549694185e-02,-9.597212070248792859e-01
1.000000000000000000e+00,3.198320176287643146e-02,-3.074768633031318282e-02
0.000000000000000000e+00,-4.578453359964507641e+00,3.103631597311230506e-01
1.000000000000000000e+00,7.103389540478725894e-02,4.108807781821841552e-03
1.000000000000000000e+00,-2.222230629815948877e+00,6.548468497772399477e-01
0.000000000000000000e+00,-1.403299472424758720e+00,4.291368298014931248e+00
0.000000000000000000e+00,-1.566875767060446512e+00,4.867346641405713825e+00
0.000000000000000000e+00,-2.712985131083696100e+00,-2.787660666929966391e-01
1.000000000000000000e+00,1.507414786883183866e-01,-1.272482380440548289e-01
0.000000000000000000e+00,2.725079486017591091e+00,-5.808530466701060213e+00
1.000000000000000000e+00,7.907792216600758595e-01,9.743692787600592986e-01
1.000000000000000000e+00,-8.791828660089480163e-01,-6.986113717915305443e-01
0.000000000000000000e+00,-3.287441210642833234e+00,2.549661670244890210e+00
0.000000000000000000e+00,-4.428526658389356108e+00,-2.030969581498711207e+00
1.000000000000000000e+00,-3.081440057095353735e-01,-2.143608071526540149e-01
0.000000000000000000e+00,5.226608050909790082e-01,-3.378927058193966104e+00
0.000000000000000000e+00,5.152746952447235351e+00,-1.557200086622628099e+00
0.000000000000000000e+00,4.618509940529610169e+00,3.066781674118416845e+00
0.000000000000000000e+00,-1.833567944914841208e+00,3.402984299251013312e+00
0.000000000000000000e+00,-3.656767361707774278e+00,-1.557870861030937970e+00
1.000000000000000000e+00,2.111748597026425200e-01,-1.682899364753483562e+00
0.000000000000000000e+00,1.129076257264764321e-01,-3.485807690074922860e+00
0.000000000000000000e+00,-2.990686098930172232e+00,2.617175297947939239e+00
0.000000000000000000e+00,8.496219028341692736e-01,3.916789589469394262e+00
1.000000000000000000e+00,-6.259120176543843117e-01,1.172066533163606955e-01
0.000000000000000000e+00,3.213781498094522515e+00,-3.071192305585877858e+00
1.000000000000000000e+00,-3.688509992241795765e-01,-1.297426518574623211e+00
1.000000000000000000e+00,1.768719808859663845e+00,8.656474160056788492e-01
1.000000000000000000e+00,8.593363321208569161e-01,-1.816980601825643804e+00
1.000000000000000000e+00,1.367007240243688582e+00,-2.568537578440278080e-01
1.000000000000000000e+00,2.031412123432841180e-02,-8.616144994585857309e-02
1.000000000000000000e+00,1.098147800588362255e+00,1.020905868928244198e+00
0.000000000000000000e+00,4.146361364172136632e+00,3.704916848652060057e+00
0.000000000000000000e+00,-4.520712701065431993e+00,-2.071093542634487417e+00
0.000000000000000000e+00,1.533164229602863804e+00,5.874068821005965502e-01
0.000000000000000000e+00,3.698783104062264293e+00,-4.485002860391894969e-03
1.000000000000000000e+00,5.532563601128757946e-02,-3.549858405388317019e-03
1.000000000000000000e+00,-1.462626920739043657e+00,1.154896737552823405e+00
0.000000000000000000e+00,3.990196538083753186e+00,3.520259408494900710e-01
0.000000000000000000e+00,2.157989735258051933e+00,-2.333944938633367716e+00
0.000000000000000000e+00,-3.259908956404473201e+00,4.497680514817471220e+00
0.000000000000000000e+00,-3.624599305483433120e+00,1.945207283551653621e+00
1.000000000000000000e+00,3.816758280756823302e-02,4.003068849645772809e-01
1.000000000000000000e+00,7.766873044530336889e-01,-3.657263873494788209e-01
0.000000000000000000e+00,2.978728190041001422e+00,2.192743676630943828e+00
0.000000000000000000e+00,7.217096607380433237e-01,-5.425376169839752905e+00
0.000000000000000000e+00,3.881645844161210945e+00,2.221164542400647646e-01
1.000000000000000000e+00,4.966002384238936695e-01,-8.117614269650243186e-02
1.000000000000000000e+00,-7.640752871731447682e-01,1.913573268016855455e-01
0.000000000000000000e+00,-4.307301667255823752e+00,8.933313612030856221e-02
0.000000000000000000e+00,6.336971145441058217e-01,2.991094080594389304e+00
1.000000000000000000e+00,-2.806463038485586536e-01,-3.890773266556692978e-01
1.000000000000000000e+00,9.892098702003754296e-01,3.433630251987379034e-01
0.000000000000000000e+00,2.481765883004638518e+00,2.662439810813948426e+00
1.000000000000000000e+00,-5.440927433323597961e-01,-5.125317274565299730e-01
1.000000000000000000e+00,-1.440643757673233383e+00,-6.567288198791120246e-01
0.000000000000000000e+00,2.784204086774483500e+00,-2.904549470901462982e-01
1.000000000000000000e+00,-1.575259534044965715e-01,1.384043686235781612e-01
1.000000000000000000e+00,-5.121964968565155818e-01,-5.302465385798341702e-01
1.000000000000000000e+00,-1.199649191401917614e+00,-1.238208399533926168e-01
0.000000000000000000e+00,1.935575373713645408e+00,4.206160014176637318e+00
1.000000000000000000e+00,2.497478255298343885e+00,1.635154312913137842e+00
1.000000000000000000e+00,8.626028012523186961e-01,-9.189672933883390182e-02
1.000000000000000000e+00,-6.939224323738807376e-02,-2.375228983686163420e-01
1.000000000000000000e+00,-2.247471897171784624e-02,2.739194530668965233e-01
0.000000000000000000e+00,-1.362684825107898234e+00,3.849000751856043401e+00
1.000000000000000000e+00,3.474642355080727052e-01,-4.073374713507737499e-01
1.000000000000000000e+00,-2.367143436114566846e-01,3.425533648675034293e-01
1.000000000000000000e+00,4.434229757640001379e-01,-4.812205562789886315e-01
0.000000000000000000e+00,3.230938708953481342e+00,1.198441656893648233e+00
1.000000000000000000e+00,-4.106503604722775563e-02,3.113658373181307087e-02
0.000000000000000000e+00,-2.798614292019716565e+00,-2.852900419597920179e-01
1.000000000000000000e+00,-1.796698189986364325e+00,1.480503591590503598e+00
0.000000000000000000e+00,-2.352085890624108444e+00,4.281950171275648032e+00
1.000000000000000000e+00,-3.478061333820923751e-01,2.090311674950575682e+00
0.000000000000000000e+00,7.478728026537949380e-02,-3.771447573255051200e+00
1.000000000000000000e+00,8.593374210234740185e-02,4.709476148008866492e-01
0.000000000000000000e+00,1.176689000527505691e+00,-2.546682610854328566e+00
1.000000000000000000e+00,5.127915799871922697e-01,4.110818680111842371e-01
1.000000000000000000e+00,1.074515817192500888e+00,1.647028256476142261e+00
0.000000000000000000e+00,5.645316525684738629e+00,-5.052461546834020600e-01
0.000000000000000000e+00,3.725745249442343976e+00,8.181217387895657334e-01
0.000000000000000000e+00,9.133659161886927003e-02,3.648140223306799435e+00
1.000000000000000000e+00,-2.922516158664664188e-01,-8.565495102155162854e-02
1.000000000000000000e+00,1.672641727888803054e+00,-6.533374741972963751e-01
1.000000000000000000e+00,1.028974165066321333e+00,-4.463289636987493592e-01
1.000000000000000000e+00,6.659493788749047960e-01,-1.237096978730417712e-01
1.000000000000000000e+00,-2.340541473432738162e-01,1.268922827246068863e+00
1.000000000000000000e+00,2.804030507264704264e-01,-7.161954284146817562e-01
0.000000000000000000e+00,2.476148950057337483e+00,2.400525230718791647e+00
0.000000000000000000e+00,3.608675723850022443e+00,-1.066828464578131186e+00
0.000000000000000000e+00,3.111253135682205406e-01,3.000209011464714859e+00
0.000000000000000000e+00,-2.970481113368441672e+00,-3.993911455004055533e+00
1.000000000000000000e+00,1.923855297459492464e+00,2.595047170216136845e+00
1.000000000000000000e+00,-9.686020444623325565e-01,1.762860283924746752e-01
1.000000000000000000e+00,2.630173951339969673e-01,1.454778587972257453e-01
1.000000000000000000e+00,-1.528339264130271546e+00,6.164508759769726787e-01
0.000000000000000000e+00,-2.708142202103578811e+00,4.275136785628787628e+00
1.000000000000000000e+00,1.582590477213002556e-01,-2.397693627811423311e-01
1.000000000000000000e+00,5.013860909508209840e-01,2.406310988492676994e-01
0.000000000000000000e+00,1.911510027459133676e+00,-3.065224418366668591e+00
0.000000000000000000e+00,-4.787361477673497845e+00,-1.188931295287001477e+00
0.000000000000000000e+00,3.435357388970471160e+00,1.467589490563213639e+00
0.000000000000000000e+00,2.298363578237602844e+00,-3.358338010578192812e+00
0.000000000000000000e+00,-2.614758940989188485e+00,-4.863861589908874627e+00
1.000000000000000000e+00,9.903629129665258990e-01,1.257777609760250881e+00
0.000000000000000000e+00,-2.083680896983640007e+00,-3.096424957894354346e+00
1.000000000000000000e+00,2.725319063810367481e-01,-5.933821905124795348e-01
1.000000000000000000e+00,7.280686395850681850e-03,-8.813804509473434357e-02
0.000000000000000000e+00,3.255652077217060514e-01,-3.702252531030062244e+00
1.000000000000000000e+00,-9.511023408750695074e-01,1.052500474587355767e-01
1.000000000000000000e+00,-1.311506562489554106e+00,2.922322744224854496e-01
1.000000000000000000e+00,-3.691746151477285492e-02,-1.824897610826368421e-01
1.000000000000000000e+00,-1.573669398852602930e+00,-8.897874877070424127e-01
0.000000000000000000e+00,-3.318394169297827823e+00,5.814678750101925253e+00
1.000000000000000000e+00,7.345482073610316853e-02,6.125888335060013512e-01
1.000000000000000000e+00,9.417363776358135263e-01,1.774675000455557816e+00
1.000000000000000000e+00,-1.422192195135545123e-01,3.177356952953888647e-01
0.000000000000000000e+00,1.031150702289659549e+00,1.492856705698639708e+00
0.000000000000000000e+00,8.668236899022013775e-01,-2.694968243876492586e+00
1.000000000000000000e+00,-7.758443220798115769e-01,-2.198889152261017735e-02
0.000000000000000000e+00,-3.665894689901609382e+00,7.038354856752605526e-01
0.000000000000000000e+00,1.754651693342749619e+00,-3.856804290829781046e+00
0.000000000000000000e+00,-4.007831347554713375e+00,3.441285526258377025e+00
0.000000000000000000e+00,2.092714558932500690e+00,7.706306089813400595e-01
1.000000000000000000e+00,-7.598490076144055472e-01,-2.943555910457275604e-01
0.000000000000000000e+00,2.349034591162087349e+00,-4.056498359943316423e+00
0.000000000000000000e+00,4.268747164282266304e+00,2.914144253629726400e+00
1.000000000000000000e+00,-4.220150240184235013e-01,8.491895643965409468e-02
0.000000000000000000e+00,4.527457797595586086e+00,-1.341747514793851237e-01
0.000000000000000000e+00,2.192537577229657586e+00,-3.274746517136424728e+00
1.000000000000000000e+00,4.535906646329243563e-01,-7.762651134152158683e-01
0.000000000000000000e+00,-5.257358142976297444e+00,-1.670792109292864813e+00
0.000000000000000000e+00,3.383530026082894882e+00,-2.319542765448668220e+00
1.000000000000000000e+00,3.472113331739586917e-01,4.882267407275407423e-01
0.000000000000000000e+00,3.594228066322445070e+00,-1.976625044743362647e+00
1.000000000000000000e+00,1.044676836356713379e+00,-3.720234009260880992e-01
1.000000000000000000e+00,1.401504118248404041e+00,-5.555430988359674194e-01
1.000000000000000000e+00,1.365407255905263517e-01,-4.762590598549191201e-01
1.000000000000000000e+00,9.294405385621022642e-02,-4.206039301774028294e-02
1.000000000000000000e+00,5.904430345565828686e-01,-2.147309224369057468e+00
1.000000000000000000e+00,5.988567841466704289e-01,-3.916607635751959693e-01
1.000000000000000000e+00,1.275452511299622095e-02,1.335896048377065159e-01
