x_1,x_2,z
-0.6641660903645872,1.0515388293480166,-1
0.3212497287388041,2.9661270390334833,3
-0.07874785688591653,0.9556933562628299,-1
-0.0365384982779865,1.0301586381423824,-1
-1.5539562591355018,2.7769524717558696,-1
-1.5465862435480418,1.6872990283743268,-1
-0.02753254502773424,0.04143595083138036,-1
-1.1159094742646096,3.7029543168392878,-1
0.4391029282398857,0.4063352251776273,-1
-1.756433880770976,2.734435027971183,-1
-0.015052161071796612,1.0655270749145664,-1
0.014336374820214492,1.0172827192272913,-1
-0.03758877336943685,-0.07963437674496145,-1
0.30896177520939705,0.7781430866223435,-1
0.0773876349447993,-0.2539519720366567,-1
0.6577386945472548,1.8390714876646181,-1
0.005614478068658203,1.0489597804428528,-1
-0.02739726528745763,1.1211200694250198,-1
-0.6630952844689344,1.2873095321135961,-1
0.6174262688562118,0.5009032164208068,-1
0.049329378159865905,-0.3741930513908291,-1
0.10853916248289264,0.5333997252756926,-1
0.023128800395353533,0.5037282428592944,-1
0.406945051942869,0.8135850751043618,-1
0.06433800377993629,1.0707137718071644,-1
0.21204609806120892,-0.007840315675726057,-1
0.08725044783447108,0.26355507901312514,-1
0.11799755031132264,-0.30779079095049666,-1
-0.8488414470248813,0.006795034094953412,-1
0.11149239252140963,0.02633074699460409,-1
-2.0406270683832055,1.3798543479575287,-1
0.04155965089732126,-0.013006518005029022,0
-0.683278581044912,2.119079812259968,-1
0.10583945628307916,0.13575770193933853,-1
0.13935735451799625,1.0431369694699124,-1
0.20666646355239984,0.5765187034710167,-1
0.2394971039108949,0.7695576388934406,-1
0.027541147381776005,-0.14808337748548772,-1
0.23104094106432277,0.37398151943493274,-1
-0.05844525027646291,0.22822758413121758,-1
0.2649407389878813,0.32697577850078713,-1
-2.640366585649295,0.9590430543275377,-1
0.5745459834888946,0.546476281713277,-1
0.030823721261361393,1.2856810826881464,-1
-0.012519152509891144,-0.2398643405451552,-1
-0.8936595392287155,2.3037926416133283,-1
0.44080363869153044,-0.07644954949188171,-1
-0.04021879617846936,0.0794990584176232,-1
0.3279996513801843,0.576776327128971,-1
0.16574339860402124,0.06837510608780403,-1
-0.07746963462141934,0.03272773393778641,-1
0.7602757958760364,3.0089773856934494,-1
-0.04657654368945915,-0.0012377860263897377,-1
-0.31839630559642984,1.9360958038913774,-1
0.14751335350951136,0.5854682029414717,-1
0.696040002353806,0.41153099193985787,-1
0.08157749978747365,1.2156062885367809,-1
-3.908071215047316,3.1160952271333597,-1
-2.7440030554833132,-0.30958879399015315,-1
0.1388494337182129,-0.15541727960954826,-1
0.37526612381951735,0.62903836602817,-1
-0.20926102989037784,1.2917831158369468,-1
0.022147929787150272,0.7864985907592685,-1
0.12252390133943779,-0.09254157543729849,-1
0.3102759249314968,2.2804350414555135,-1
-1.0749411485573837,1.0225382406109742,-1
-0.004717050654153637,0.4221641212307482,-1
0.2832395645630749,0.5853342081094096,-1
-0.13056054027299746,0.9747681284150629,-1
0.4572006776875277,1.978124043579144,-1
0.23932280903102415,0.44819669274055696,-1
0.25586968374005975,0.0656712064654021,-1
-0.875265863517852,2.345137108420702,-1
0.18675165032305002,0.47120520549110856,-1
0.24007848046648356,0.45610499263910204,-1
-4.271295728065541,0.5450381119915423,-1
-0.08351092296982757,0.09234457905183939,-1
-0.19387749085629802,0.30501410436517107,-1
0.11324229676033504,0.9151599140273232,-1
0.17069709435326744,0.2995672691942684,-1
-1.750024077499863,2.172571500469184,-1
-0.678757845503611,-0.7602797270607207,-1
-0.02433132852660594,0.24076879846847252,-1
-0.9599316339629629,1.1709808092516005,-1
-0.8374548375663802,0.217127820006636,-1
-0.03280752664381603,0.52214037771332,-1
0.4972329194829961,0.3420350102348835,-1
0.3653245670076763,0.4757365804450789,-1
-0.5169510081124278,1.8891121890397782,-1
0.4520109885151292,0.34745461340657074,-1
0.04716993275686643,-0.09469589286150204,-1
-0.11852311739902142,0.9295701649629219,2
-1.5627881229996885,1.9307010400651137,-1
0.009131434024689576,0.10119561271545298,-1
-0.8904202452587552,1.1534449587006876,-1
0.26625737242946484,0.6342886938347974,-1
-0.10216459025131294,-0.1199594624878693,-1
-0.1673241729152762,1.3931720654990534,-1
-0.04748329686616026,0.7388307848175459,-1
-0.06550718434569835,2.5759095596554755,-1
1.8422321703574784,-0.0213690887513871,3
0.17341999247781212,0.4080272805359711,-1
0.014427524949230122,-0.1582907242421541,-1
0.07555024232241488,-0.1705573090100825,-1
0.046378299052348804,1.328429755563695,-1
-0.5893721920820365,1.6061908015362658,-1
0.276336273871023,0.5126767125630177,-1
-0.19663870517728985,1.1490746126673683,-1
-0.15385951333220743,-0.05697417482066276,-1
-1.5274057327993888,1.4763378789689834,-1
-1.2316867457481382,1.3465809135797717,-1
-0.09025756972250094,1.1641800970235106,-1
0.44958036935959744,0.6013873233168611,1
-0.39497240023371716,1.014554471236377,-1
-2.5040743302123714,2.262843783687711,-1
-3.3430536389998577,3.9954067645602627,-1
-0.09666331285313437,1.4802470939150751,-1
-1.169256672299857,3.102022865056033,-1
-1.7112948551302243,0.9259040360651756,-1
-0.8731132475576233,1.228571017373941,-1
0.3913923307435475,0.5054539523454271,-1
-0.5877082587468113,2.6314208864588995,-1
-2.5253117800874243,2.1255548278003253,-1
0.605160237195089,0.24344354121554668,-1
0.39617286467456947,0.40383338305905364,-1
-0.043069194933517164,0.05742116232093678,-1
-2.1149234020543304,1.4496547082930324,-1
-2.0737703139913073,0.8603108856745509,-1
-1.3164824564240751,1.5511516721625267,-1
-1.251284110430705,1.633128634490614,-1
0.42141273310602023,0.3554696967018498,-1
-0.9473323520641553,0.11655374566630083,-1
-0.1860553487067681,2.162343799067191,-1
0.12974885566147867,0.3264492609203862,-1
-1.0347526566709535,1.5947195398086098,-1
0.07374031051909574,1.219699627254756,-1
-1.0211889203875513,0.14859536418222885,-1
-1.2045571370245203,1.3479866760513943,-1
-1.6377090214363013,0.8234337353711456,-1
-0.09579067434481404,-0.01431909967733047,-1
-0.12243501883129376,1.4946541981363999,-1
-0.5710309546850623,1.3844149921469786,-1
0.21136621201248162,0.25120858386679606,-1
0.03076691894896959,1.249211433658653,-1
-1.803992690877827,1.8180805432419906,-1
0.3808652836405306,0.7254978541484643,-1
0.2827374720652062,0.49996543271306587,-1
-0.15652995904184308,0.04767482065547829,-1
0.2400708897178598,1.1444226922300296,-1
-0.19727884079138536,0.20092283774930753,-1
0.1764122490499264,1.092295155441637,-1
-1.14383869368737,1.2986505834477313,-1
0.04555197748952681,1.1515182293449129,-1
-1.5017693100991898,0.7517077684106179,-1
0.16350108959192966,0.9764351639788289,-1
0.18191865233828272,0.2842490963613994,-1
0.15880934233729146,-0.1470014374018085,-1
0.29813529140505945,1.1115740915954722,-1
-1.74775595552393,0.8306620285680315,-1
0.3178725143005585,0.6603441143752677,-1
0.09592416636004157,0.22679253959867843,-1
0.08090227401786862,-0.03553203063632535,-1
-1.6001244390202622,2.1515383605781273,-1
-0.02666389282039354,1.1321720453121145,2
0.08725107846434295,-0.13608228765523384,-1
0.427126695189636,0.8798823085395218,-1
0.09750439077042301,-0.034244520191825396,-1
0.0903291013407102,0.5634358162282928,-1
0.0533518989730839,1.384674938512814,-1
-0.10206650761566725,1.3436391071962235,-1
0.20026483925699956,0.08319243181792071,-1
0.25379772851406357,2.131804845963808,-1
-1.4438980768227567,-1.0982838333621499,-1
0.03700810306215192,0.7561703896887463,-1
-0.9556493367933291,2.450709755891477,-1
0.03339942443637503,0.07727053533740777,-1
0.9149533840824395,1.208437103447372,-1
-0.05373382139059424,0.934577389539305,-1
-0.3400392856765606,0.9202087914932569,-1
-0.7892049785264192,1.0937038588605579,-1
0.14716846882670234,1.266377022217573,-1
0.6616867485490708,0.6939550015021276,-1
-0.12303835554140788,0.9701214163276579,-1
0.19348453980020702,-0.12884975795064352,-1
0.19554372050277102,-0.11958600748553938,-1
-0.08835167774566155,1.2742254478089077,-1
0.1975726421802421,0.4841524713993043,-1
0.15882631192260616,0.18418056202301364,-1
-0.15054989538111374,3.094392425212713,-1
0.2561548268330462,1.1216781274131171,-1
0.3352319706429976,1.077406440880843,-1
-1.7963927953399186,2.179988769052927,-1
0.40183410878859166,0.3417881101955236,-1
-0.15441050164883613,1.016187876135267,-1
0.30091639288880434,0.599015709055622,-1
-0.03282958972429134,0.11792384833159596,-1
0.18247994330307887,-0.10425992931783351,-1
0.061926967175820684,0.18168339478526718,-1
0.059489799618564376,0.7266263137534255,-1
0.26735265118457807,0.9144748453359719,-1
-0.37581831597286663,1.8513772257044312,-1
-0.1798787667681655,1.0679355581329661,-1
-0.040972763061363514,1.0899389320416817,-1
0.37776369732293075,0.576954850610454,-1
-0.14534202186821005,1.2149877216025482,-1
0.16159423870627054,3.4400719467448417,-1
0.3320720989255696,0.6886463461250649,-1
-1.8850902933339628,0.6937967179060305,-1
0.3440101683601594,0.6269406597718254,-1
0.04247604883394429,0.27811099651138244,-1
-0.010419340453181634,0.0689437130068159,-1
0.34853642738920865,0.7460766150268543,1
-0.32924201647458845,0.04923053492780447,-1
0.7684638582830847,0.5509863649389144,-1
0.5406332150176403,1.9006788511032089,-1
0.10519119519662554,0.2996788949810407,-1
0.08565389591857515,0.09770706519605533,-1
0.15340629815584417,2.3218747892817637,-1
0.296257345902453,0.5058486611058796,-1
0.2268205304663929,0.7045093695301701,-1
-0.05303661342595647,0.1271481039848944,-1
0.2412218699865596,0.930134219351661,-1
-0.12007620743841015,1.2458692421563289,-1
-0.03170940501876074,1.4999223770105257,-1
-0.20175587373707282,1.0332992781288997,-1
-2.0534719264055026,1.6764109735722414,-1
0.2249473404393771,-0.011064155168535612,-1
0.28878104456520315,0.1776095229950042,-1
0.14476371778402675,0.14970091646939343,-1
-0.0750338117095867,0.11076153832217706,-1
-1.629438282747439,1.6835825498791803,-1
-0.34360480492052614,2.169561123296474,-1
0.07945521531217295,0.14584928136320188,-1
0.13053026652220862,-0.17249720279567327,-1
0.02778586864197697,1.2739174511906057,-1
0.04908997857901482,0.07370023474840391,-1
0.4549938250627914,0.6429684780480392,-1
0.007837315385914184,0.089352968459727,-1
0.0661527288367667,0.5464556310929005,-1
0.550550410611909,0.4892541060204261,-1
0.43432871474166945,0.3054116231918549,-1
0.051946059547241505,-0.07370754517220253,-1
0.3395237732390873,0.7255495863001117,-1
0.11011039155079248,-0.3100069942387795,-1
-0.4667755844515509,2.14560359850656,-1
-1.116409532900263,2.1842489960009415,-1
0.5256832394772377,0.5272059954004215,-1
-0.056868684972912094,-0.033104647189039604,-1
-2.0920498328849515,1.6947931867749266,-1
-1.4644315153685774,1.4803523673027486,-1
0.5337210973739757,0.5676482961298335,-1
-0.022882563251531693,1.4248428547002412,-1
-0.033485005702391824,0.15783571705007443,-1
-0.27185303958925594,0.9680208397111763,-1
-1.733577666953773,2.833492986909965,-1
-0.02864072312558184,0.24378666133341517,-1
-1.5120407538213123,0.6153459606529885,-1
0.21196396279358626,-0.11900185665391198,-1
-1.088281105305582,0.1996751505196559,-1
0.45865184502324097,0.5981737456035153,-1
-0.05221914405691841,1.111166251315323,-1
0.1324595409672511,2.000292165060784,-1
0.058885734818112226,-0.011787778311255036,-1
0.43188419573694425,0.7617736849551751,-1
-0.9845873298008035,2.352591290544072,-1
-0.14138887718698542,0.015035411709002517,-1
-0.08951805928780754,0.18709531359766568,-1
-0.07865002707340298,0.13908420567174828,-1
-1.7014533509064793,0.7660076987012808,-1
0.11802418332217726,-0.19096682393588152,-1
0.2843386695484184,0.6311774823053034,-1
0.14393512831799832,0.4333726621289969,-1
-0.1394653519604355,1.4196102970960007,-1
-1.1035296840235629,0.303317112666049,-1
0.3166907803039695,0.6381278300954197,-1
-1.5121686676747983,0.3625576473486327,-1
-0.03886823375491236,0.015345056608163985,-1
-0.8160264031252522,2.500407335293666,-1
-0.15584823836190984,-0.039758753198732046,-1
-0.8583392007591406,0.710907775603324,-1
0.05317451902874152,-0.2621583956186504,-1
0.48291629815438947,0.8856181427954857,-1
0.02712445592286101,1.3624844253974797,-1
-2.8031643470113923,2.0659245621389357,-1
-0.32052405431084324,-0.13152064698700858,-1
0.38550879404208743,0.28640006854122246,-1
0.4615139357170664,0.43451526173181604,-1
0.1907546398245318,-0.0979202179935912,-1
0.4562041896169049,0.5342857760753279,-1
-0.0043987244934414246,-0.32763190835922446,-1
-0.09765855361712572,1.2637995985831287,-1
-3.7834396384914446,1.7834152333757316,-1
0.6680596766130176,0.7193006677032958,-1
-1.3358740586482205,2.180950928321096,-1
0.20480101250384336,0.6810220506329713,-1
-0.22390833746793196,-0.018817672369818857,-1
0.11444365232207075,1.6087608999275076,-1
-2.332606691137174,1.9785597028473725,-1
-0.12979841405154394,1.0032649644703484,-1
0.03539325610719974,-0.049033948895963256,-1
-1.047675610681028,0.6233004565809042,-1
0.14898546128345408,-0.11863111295039507,-1
0.16020642976906102,1.6677171592816777,-1
0.43314031548414333,1.0687244216842366,-1
-0.03405143138241552,0.16839411538638788,-1
0.15475844129292674,1.2010120692988604,-1
-1.7100003451444445,0.7618131432076373,-1
0.09091871992474455,1.2774759565170315,-1
-0.07810016709803316,1.4709490627231774,-1
0.6033481550519869,0.4534523732860845,-1
-2.1008637654912423,0.919508976980747,-1
0.0368795996383631,-0.06229766380851019,0
0.5524076772639565,0.49740556325848817,-1
0.38701058722156545,0.14352356993143817,-1
-2.3384922501312175,-0.23369929479826723,-1
-0.3149463408937093,0.01764986799751586,-1
-0.09358256785972299,1.2486583307087542,-1
0.12955660829173046,0.40774898252947256,-1
0.47867258810854935,0.5509019481932637,-1
-0.2904988677780289,0.9741064371811388,-1
-0.028564396373087386,0.4978265327725052,-1
-0.17647652938774444,1.393447756055137,-1
-0.2706558146701785,1.35550901597931,-1
0.12124290112910559,1.333117225410214,-1
-0.9863904207929045,1.505927276180499,-1
-0.3350086950429686,0.21867672175566466,-1
0.04654740718635457,0.9556257577655938,-1
-0.14509589485902627,-0.18242221622328553,-1
0.3455213773478452,0.692943288008878,-1
0.42461854028079493,0.819304457093222,-1
0.21095962082629616,0.5638788784914187,-1
0.20978254460265877,1.1336373837874012,-1
0.007288105421916345,-0.11217620701516781,-1
-0.7561432558726029,2.1088763053384505,-1
-0.33330965820857017,1.0703930725561848,-1
0.38930272549452327,0.2830158919382291,-1
-0.34264824236425906,0.8060633226191712,-1
-1.3777046664369468,2.4940565983123566,-1
0.3835182628453695,0.5310985823853203,-1
0.17878965811295838,1.1585527107309466,-1
-0.6098168256047463,-0.0022318077248228985,-1
0.05661123568757523,-0.01298507798338447,-1
0.08762965275205724,1.3332752979685556,-1
0.10137880776766295,0.07126441429561915,-1
0.2663615627430281,1.3923618276245542,-1
0.7163166799316849,0.32308725048218,-1
0.1716020740855726,1.6878288993815787,-1
-1.756495849927091,0.23203012000392365,-1
0.20821710254750006,-0.007998673178651348,-1
0.5172807430853367,0.6591441542191374,-1
-0.6774549004132122,1.7740031115841528,-1
-0.3344801820676808,1.6228699292400006,-1
0.2503078091498331,0.38305531137255866,-1
0.42365868280792973,0.23475185385676373,-1
0.03306367750105266,2.2432752782246608,-1
-1.383622404109858,3.117079824812151,-1
-0.269753702937538,1.5992263068454078,-1
-0.9537733737749897,2.030015375073791,-1
0.2305588935161045,0.058959542206890946,-1
0.19614685924389533,0.5375658439545711,-1
0.13816596530054426,1.0051786055238934,-1
0.32433985267483056,0.61582658183375,-1
-1.3578657680849566,1.4219742738964527,-1
0.2099563841779239,0.0677017376318152,-1
-0.9803223120290806,1.6564915906696394,-1
0.23099971869099756,0.8101755449663031,-1
-2.2245930464108064,1.0705008028749594,-1
0.22741990526009226,0.9912883228102556,-1
-1.438016553782851,1.2254408085368445,-1
-1.914589567035485,0.377994092984101,-1
0.13272917331223577,0.8532353855238035,-1
-0.481237772330267,-0.04417128504467982,-1
0.08638210504960021,1.1936429251374585,-1
-0.5000561935332399,2.4690387704035732,-1
0.28179381383645785,0.7137785207426691,-1
-1.4028136258884054,2.0279474652421947,-1
-0.7601529052147724,4.701657552552458,-1
0.6388854223767158,0.6192306207906095,-1
-0.18660735779475826,1.1691625400664332,-1
-0.1844896986872901,0.693286200367003,-1
0.5181026807132819,0.439486743706417,-1
0.23305933102002319,-0.1401969822414097,-1
-0.9084170532370037,0.7918447523987716,-1
-0.06974657652914162,-0.11113261509056103,-1
-0.6646845681131596,1.517043768097655,-1
0.0880873075542786,1.4313365119848003,-1
-0.18819610222325797,1.38442434019594,-1
-0.8046764701999777,1.5815964484655365,-1
-0.1164470755286735,1.9246308836836765,-1
0.2791437478829764,1.3137824438631454,-1
-1.9123501056149461,1.3022059471277347,-1
-2.649850441041654,0.7727945657620713,-1
-0.18286122188975945,1.2406657117604851,-1
0.23502669477914473,0.6420157241528635,-1
-0.8623298582033618,2.3491863362750838,-1
0.67868168946233,0.6437655537194181,-1
-2.635439990138404,-0.12210445789775881,-1
-0.1557124364225872,1.0646270795434352,-1
0.06514783500821113,1.3807188535440422,-1
-0.06612032770889695,1.1738668985465943,-1
0.1544625908903714,2.377191229813887,-1
-0.04435072025895751,1.0589248272768794,-1
-1.3628836737557783,1.706492569088244,-1
0.03160125373012703,1.5146294572578456,-1
-0.02976976992578701,1.2113936208766547,-1
0.4023098620068586,0.49782817418789893,-1
-0.06616259186197435,0.05272864976950566,-1
0.3272350175254166,0.21487131063679765,-1
0.519628348548848,0.7340609575182921,-1
0.015098247047016409,1.1393789011113193,-1
0.047478706893334104,1.0738614852642483,-1
0.10861914260608044,0.12441548011048992,-1
0.057909286081275095,1.4358281050053472,-1
0.10976501477737571,0.03499497411656276,-1
0.06682474806818156,0.2774541055725885,-1
0.3303344665295528,0.7838637501362795,-1
-0.7574097930894433,-0.8312157585044919,-1
0.3422004545179461,0.5397045983565883,-1
-1.3259659928434355,1.252712101551162,-1
0.25776950762596706,0.6660179801623202,-1
0.06931435654481201,-0.2181985931916009,-1
-0.6016582181750527,2.2454262370473574,-1
-0.45428993247796123,0.9708344582537063,-1
0.30078635536530696,0.44485146934164854,-1
-0.9888725751740226,0.05828228440893124,-1
0.4293381646207285,0.9576979897319811,-1
-1.0813386922716228,1.911214183227052,-1
-0.1193911936705377,1.480077586753005,-1
-0.22180030461007325,-0.14618206844557993,-1
-0.363929880268668,1.5789691892681537,-1
0.20412028308750907,3.0041657662935055,-1
-0.28733113510208397,1.0195763129940958,-1
-0.1719624233340143,1.3342405435274574,-1
0.3759184027444593,0.19478152904012358,-1
-0.65423560420555,1.196579430553078,-1
0.16843399037432114,1.0354552917596358,-1
-0.8645089404885298,2.4539836716711636,-1
-1.2931658444463796,-0.2799989296162815,-1
-1.2161049403790705,1.7317969441561611,-1
-1.51288189427992,2.9142745923439373,-1
0.45801002015455217,0.5134748594675114,-1
-0.14970003025296744,1.1301372688976423,-1
-0.4206665855483685,1.0222800568896895,-1
0.4263764041441239,0.5505963083290042,-1
0.3728547618970394,0.26906696329515484,-1
-0.16907465800312207,1.229688927472846,-1
-0.017114099928143008,0.05745787775794503,-1
0.06921910014740473,0.010062501277283116,-1
-1.41824126682386,1.6688591016696441,-1
-0.29057195154839355,0.025566561692938503,-1
-0.9927775000403619,1.1957390202252594,-1
0.15374698486430347,0.4297502535416635,-1
-0.1683599074212293,-0.6687351283555882,-1
-1.3046087366047852,2.1457696861909827,-1
-1.498497474000344,1.779020870926284,-1
0.17961779981237938,0.8195916584159273,-1
0.3133968809258756,0.3577309600090025,-1
-2.366116273954046,1.669976065247493,-1
-0.013808124873445996,0.034027751654005234,-1
-0.07321059295607024,0.20283895115273368,-1
-2.5888529623764174,-0.016833787228196728,-1
0.41610948864922087,0.6647963410380925,-1
0.35514062992200934,1.2756986899616929,2
0.30473196013820836,0.5910817529208741,-1
0.12828180863315403,0.2534572108309301,-1
-0.09011643173084503,1.2561307590185053,-1
0.22184729729845412,1.0447156490970158,-1
-0.900345700027037,1.5054184221348976,-1
-0.0215068500787419,0.10877148178992517,-1
-0.030185286235971165,1.4501004936027775,-1
-0.8789726983006894,1.5915747466847527,-1
-1.9834526113453421,0.8429313018207938,-1
0.0838189527949762,1.882493337934365,-1
-3.241170339687525,1.3519888869065328,-1
-1.0328003420675151,0.7743301528924915,-1
0.2989211810126614,0.623226444749373,-1
-0.08414916200037875,-0.3788691825059261,-1
-0.12199358530602654,0.698227066849236,-1
0.5453427600041588,0.9099810750245592,-1
-3.4080901314210905,1.5557121028437548,-1
0.4525843570211012,0.8126590474874984,-1
0.0789140727510237,1.0079607821708314,-1
-3.414029602857299,0.45121862407752134,-1
0.2612559151444035,0.5696728664408129,-1
-2.8304004104679823,2.8373566757403728,-1
0.13841396002413248,0.006692182459626638,-1
0.06192858145750632,-0.22639890525326098,-1
0.0024234308452362957,1.4160817344595162,-1
0.2245494155255094,0.10943817981530268,-1
0.10408293077787978,0.15682752081924742,-1
-0.03906579624550642,1.4735138441055364,-1
-0.18907385851571068,0.9851023691292993,-1
0.37459330979102634,0.5153037961943187,-1
-1.3783611202615726,0.2460863540614706,-1
0.20138108677294173,1.141116821059279,-1
-1.4814995240725208,3.1539184921261674,-1
-0.9720418589969421,0.9818777349693335,-1
-0.21368037415716637,-0.10565796243589495,-1
0.22626439496258444,1.8169165530086406,-1
